I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
9452,Tsu,2010,8,10,5,23,44.9,25,7.2,7.2,7.3,6.4,,,,7,VANUATU,,VANUATU ISLANDS,-17.541,168.069,170,,,,,,,,,,,,,,,,,,,,,,,,
9770,,2010,8,12,11,54,15.5,207,7.1,7.1,,6.4,,,,,ECUADOR,,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,160,,,,,,,,1,,,,,,,,,,,,1,,,,
9612,Tsu,2010,8,13,21,19,33,10,6.9,6.9,6.9,6.5,,,,,USA TERRITORY,GU,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,170,,,,,,,,,,,,,,,,,,,,,,,,
9472,,2010,8,27,19,23,49.5,7,5.7,5.7,5.5,5.6,,,,,IRAN,,IRAN:  DAMGHAN-TORUD,35.49,54.47,140,3,1,,,200,3,,3,700,3,,,3,1,,,200,3,,3,700,3,,
9771,,2010,8,29,0,53,31.4,35,4.9,,,4.9,,,,,CHINA,,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,30,,,,,14,1,,3,,,1001,4,,,,,14,1,,3,,,1001,4
9492,,2010,9,3,16,35,47.7,12,7,7,7.3,6.4,,,,9,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,170,,,,,2,1,6500,4,,,,3,,,,,2,1,6500,4,,,,3
9772,,2010,9,6,11,24,1.5,9,5,,,5,5.3,,,5,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9773,,2010,9,6,22,48,33.2,21,5.1,,,5.1,5.2,,,6,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9774,,2010,9,7,19,49,57.4,6,5,,,5,4.7,,,7,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9775,,2010,9,10,17,24,16.6,10,4.8,,,4.8,,,,5,BANGLADESH,,BANGLADESH:  NARAYANGANJ,23.407,90.648,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9552,,2010,9,27,11,22,46,27,5.8,5.8,5.6,5.9,6,,,,IRAN,,IRAN:  SHIRAZ,29.647,51.665,140,1,1,,,3,1,,1,,1,,,1,1,,,3,1,,1,,1,,
9777,,2010,10,10,21,44,25.9,33,5.2,,,5.2,,,,,PAKISTAN,,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,60,1,1,,,15,1,,2,,,100,1,1,1,,,15,1,,1,,,100,2
9592,Tsu,2010,10,25,14,42,22,20,7.8,7.8,7.3,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA,-3.487,100.082,60,,,,,,,,,,,,,431,3,,,,,39,4,700,3,,
9632,,2010,11,3,0,56,55,1,5.5,5.5,5.2,5.3,,,,6,SERBIA,,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,130,2,1,,,100,2,,3,1000,3,5000,4,2,,,,100,2,,3,1000,3,5000,4
9803,,2010,11,6,3,52,20,5,4.9,,,4.9,4.7,,,,IRAN,,IRAN:  DORUD-RAZAN,33.37,48.94,140,,,,,104,3,,1,,,,2,,,,,104,2,,1,,,,2
9825,,2010,11,12,9,37,19.9,27,4.7,,,4.7,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.178,67.117,60,,,,,12,1,,1,,,,2,,,,,12,1,,1,,,,2
9827,,2010,12,16,12,14,24.5,10,5.1,,,5.1,,,,,ETHIOPIA,,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10,,,,,,3,,2,,,,3,,,,,,3,,2,,,,3
9826,,2010,12,19,5,5,30,5,3.7,,3.7,,,,,,USA,OK,OKLAHOMA:  LUTHER,35.827,-96.772,150,,,,,,,,1,,,,1,,,,,,,,1,,,,1
9760,,2010,12,20,18,41,59.2,12,6.5,6.5,6.7,6.7,,,,,IRAN,,IRAN:  KERMAN,28.412,59.18,140,7,1,,,25,1,,3,,3,1800,4,7,1,,,25,1,,3,,3,1800,4
9759,Tsu,2010,12,21,17,19,40.6,14,7.4,7.4,7.5,7,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901,143.698,30,,,,,,,,,,,,,,,,,,,,,,,,
9761,Tsu,2010,12,25,13,16,37,16,7.3,7.3,7.4,6.8,,,,,VANUATU,,VANUATU ISLANDS,-19.702,167.947,170,,,,,,,,,,,,,,,,,4,1,,1,,,,
9828,,2010,12,25,21,30,15.7,5,4.5,,,4.5,4.9,,,,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,170,,,,,,,,1,,,20,1,,,,,,,,1,,,20,1
9762,,2011,1,5,16,32,24.2,24,4.5,,,4.5,4.4,,,,IRAN,,IRAN:  FARS PROVINCE,30.16,51.62,140,,,,,16,1,,2,,,,,,,,,16,1,,2,,,,
9811,Tsu,2011,1,9,10,3,44.2,24,6.5,6.5,6.4,6.1,,,,,VANUATU,,VANUATU ISLANDS,-19.157,168.311,170,,,,,,,,,,,,,,,,,,,,,,,,
9763,,2011,1,18,20,23,23.4,68,7.2,7.2,,6.7,,,,,PAKISTAN,,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,60,3,1,,,,2,,2,200,3,200,3,3,1,,,,2,,2,,,200,3
9830,,2011,2,1,7,11,26,31,4.8,,,4.8,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,30,,,,,1,1,,2,,,700,3,,,,,1,1,,2,,,700,3
9831,,2011,2,4,13,53,46.2,85,6.3,6.3,,6.4,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  MONYWA,24.618,94.68,60,1,1,,,,,,1,,2,,,1,1,,,,,,1,,2,,
9776,Tsu,2011,2,11,20,5,30.7,28,6.8,6.8,,6,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,160,,,,,,,,,,,,,,,,,,,,,,,,
9832,,2011,2,17,22,47,21.5,1,3.1,,,,3.1,,,,USA,,COLORADO:  PAONIA,38.947,-107.497,150,,,,,,,,1,,,,,,,,,,,,1,,,,
9779,Tsu,2011,2,21,23,51,42.3,6,6.1,6.1,6.3,6.1,6.3,,,,NEW ZEALAND,,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,170,181,3,,,1500,4,15000,4,100000,4,,,181,3,,,1500,4,15000,4,100000,4,,
9835,,2011,3,3,15,12,1.4,50,5.5,5.5,,5.4,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,9.457,125.935,170,,,,,,,,1,,,,2,,,,,,,,1,,,,2
9797,Tsu,2011,3,9,2,45,20.3,32,7.5,7.5,7.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435,142.842,30,,,,,,,,,,,,,,,,,,,,,,,,
9836,,2011,3,10,4,58,16,26,5.5,5.5,5.3,5.4,5.4,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,30,25,1,,,250,3,,3,1039,4,12528,,25,1,,,250,3,,3,1039,4,12528,4
9799,Tsu,2011,3,11,5,46,24.1,30,9.1,9.1,8.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU,38.297,142.372,30,1475,4,,,6157,4,4401.709,4,2473,4,5618,4,18434,4,,,6157,4,220085.456,4,123661,4,280920,4
9805,,2011,3,11,6,15,40.2,43,7.9,7.9,,6.8,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,30,,,,,,,,,,,,,,,,,,,,,,,,
9806,,2011,3,11,6,25,50.3,19,7.6,7.6,,7.1,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,30,,,,,,,,,,,,,,,,,,,,,,,,
9801,,2011,3,24,13,55,12,8,6.8,6.8,7.1,6.3,7.2,,,,MYANMAR (BURMA),,MYANMAR:  TACHILEK,20.687,99.822,60,75,2,,,123,3,3.6,2,,,10104,4,75,2,,,123,3,3.6,2,,,10104,4
9848,,2011,4,4,11,31,43,26,5.4,5.4,5.1,5.6,,,,,NEPAL,,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9804,Tsu,2011,4,7,14,32,43.2,42,7.1,7.1,7,6.9,,,,,JAPAN,,JAPAN: NEAR E COAST HONSHU,38.276,141.588,30,3,1,,,132,3,,1,,,,,3,1,,,132,3,,1,,,,
9847,,2011,4,10,9,2,47.3,43,5.1,,,5.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,30,,,,,,,,1,,,,1,,,,,,,,1,,1,,
9841,,2011,4,11,8,16,12.7,11,6.6,6.6,6.5,6.4,,,,,JAPAN,,JAPAN:  HONSHU,37.001,140.401,30,7,1,,,,,,1,3,1,,,7,1,,,,,,1,3,1,,
9864,,2011,4,24,23,7,51.4,8,6.1,6.1,5.8,5.7,,,,,INDONESIA,,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,170,,,,,14,1,,2,,2,,,,,,,14,1,,2,,2,,
9821,,2011,5,11,16,47,25.7,1,5.1,5.1,,5.3,,,,,SPAIN,,SPAIN:  LORCA,37.699,-1.672,130,10,1,,,,3,,1,,1,,1,10,1,,,,3,,1,,1,,
9833,,2011,5,19,21,12,51,7,4.3,,,4.3,4.6,,,,TURKEY,,TURKEY:  SIMAV,39.12,29.04,140,2,1,,,125,3,,1,,,,2,2,1,,,125,3,,1,,,,2
9857,,2011,6,8,1,53,26,21,5.3,,,5.3,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,40,,,,,8,1,,1,,,50,1,,,,,8,1,,1,,,50,1
9858,,2011,6,13,2,20,49.3,6,6,6,6,6,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,170,1,1,,,45,1,3000,4,100,2,,,1,1,,,45,1,3000,4,100,2,,
9859,,2011,6,20,10,16,55.2,39,5.3,,,5.3,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,30,,,,,4,1,,2,,,,,,,,,4,1,,2,,,,
9824,Tsu,2011,6,24,3,9,39.4,52,7.3,7.3,,6.9,6.7,,,,USA,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,150,,,,,,,,,,,,,,,,,,,,,,,,
9860,,2011,6,26,7,48,16.7,29,5.3,,,5.3,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,32.447,95.948,40,,,,,,,,1,10,1,,3,,,,,,,,1,10,1,,3
9822,Tsu,2011,7,6,19,3,18.2,17,7.6,7.6,7.8,7,,,,,KERMADEC ISLANDS (NEW ZEALAND),,NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,170,,,,,,,,,,,,,,,,,,,,,,,,
9823,Tsu,2011,7,10,0,57,10.8,23,7,7,7,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.034,143.264,30,,,,,,,,,,,,,,,,,,,,,,,,
9829,,2011,7,19,19,35,43.4,20,6.1,6.1,6.2,6.1,,,,,UZBEKISTAN,,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41,40,14,1,,,86,2,,1,,2,,,14,1,,,86,2,,1,,2,,
9862,,2011,8,9,11,50,22.2,40,5,,,5,,,,,CHINA,,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,30,,,,,,,,3,,,22823,4,,,,,3,1,,3,,,22823,4
9872,,2011,8,11,10,6,29.3,10,5.7,5.7,5.3,5.3,,,,,CHINA,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,40,,,,,21,1,,2,,,,,,,,,21,1,,2,,,,
9838,Tsu,2011,8,20,16,55,2.8,32,7.1,7.1,7.1,6.2,,,,,VANUATU,,VANUATU ISLANDS,-18.365,168.143,170,,,,,,,,,,,,,,,,,,,,,,,,
9837,Tsu,2011,8,20,18,19,23.5,28,7,7,7.1,6.4,,,,,VANUATU,,VANUATU ISLANDS,-18.311,168.218,170,,,,,,,,,,,,,,,,,,,,,,,,
9873,,2011,8,23,5,46,18.2,4,5.4,5.4,,5,,,,7,USA,CO,COLORADO:  SEGUNDO,37.063,-104.701,150,,,,,,,,2,,,,,,,,,,,,2,,,,
9861,,2011,8,23,17,51,4.5,6,5.8,5.8,5.6,5.9,,,,7,USA,VA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,150,,,,,,,,2,,,,,,,,,,,,2,,,,
9839,Tsu,2011,9,2,10,55,53.5,32,6.8,6.8,6.9,6.5,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,150,,,,,,,,,,,,,,,,,,,,,,,,
9840,,2011,9,5,17,55,11.2,91,6.7,6.7,,6.6,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.965,97.893,60,10,1,,,,,,1,,,,2,10,1,,,,,,1,,,,2
9874,,2011,9,7,17,58,18.7,10,4.3,,,4.3,,,,,INDIA,,INDIA:  DELHI,28.724,77.189,60,,,,,1,1,,,,,,,,,,,1,1,,1,,,,
9842,,2011,9,18,12,40,51.8,50,6.9,6.9,6.7,6.6,,,,,INDIA,,INDIA:  SIKKIM,27.73,88.155,60,111,3,,,177,3,22.3,3,6000,4,6000,4,111,3,,,177,3,22.3,3,,4,6000,4
9843,,2011,9,19,18,33,55.8,9,5.6,5.6,5.3,5.1,,,,,GUATEMALA,,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,100,1,1,,,,,,1,,,,,1,1,,,,,,1,,,,
9875,,2011,10,20,17,18,34.1,10,5,,,5,,,,,INDIA,,INDIA:  GUJARAT,21.211,70.533,60,,,,,34,1,,3,,,3000,4,,,,,34,1,,3,,,3000,4
9846,Tsu,2011,10,21,17,57,16.1,33,7.4,7.4,7.5,6.4,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.993,-176.238,170,,,,,,,,,,,,,,,,,,,,,,,,
9845,,2011,10,23,10,41,22.9,16,7.1,7.1,7.3,6.9,,,,,TURKEY,,"TURKEY:  ERCIS, VAN",38.722,43.513,140,604,3,,,2608,4,1500,4,5739,4,4882,4,604,3,,,2608,4,1500,4,5739,4,4882,4
9886,,2011,10,28,18,54,34,24,6.9,6.9,6.9,6.5,,,,,PERU,,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,160,1,1,,,103,3,,2,134,3,,,1,1,,,103,2,,2,134,3,,
9887,,2011,10,29,0,43,55.1,10,3.5,,,,3.5,,,,INDIA,,INDIA:  SIKKIM,27.449,88.684,60,2,1,,,,,,,,,,,2,1,,,,,,,,,,
9888,,2011,10,29,13,50,49,3,4,,,4,4,,,,ECUADOR,,ECUADOR:  POMASQUI,-0.13,-78.37,160,,,,,,,,1,,,,2,,,,,,,,1,,,,2
9849,,2011,11,1,0,21,28,28,5.6,5.6,5.4,6,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,43.648,82.437,40,,,,,,,10.5,3,2453,4,,3,,,,,,,10.5,3,2453,2,,3
9850,,2011,11,6,3,53,10,5,5.7,5.7,5.6,5.2,,,,8,USA,OK,OKLAHOMA:  SPARKS,35.532,-96.765,150,,,,,2,1,,2,14,1,,3,,,,,2,1,,2,14,1,,3
9851,,2011,11,7,9,43,15.9,46,5,5,,5,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,170,,,,,31,1,,1,,,23,1,,,,,31,1,,1,,,23,1
9889,,2011,11,8,2,46,57,5,5,5,,4.7,,,,,USA,OK,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788,150,,,,,,,,1,,,,2,,,,,,,,1,,,,2
9852,,2011,11,9,19,23,33.2,5,5.7,5.7,5.6,5.6,,,,,TURKEY,,TURKEY:  VAN,38.429,43.229,140,40,1,,,,,,1,,1,,,40,1,,,,,,1,,1,,
9890,,2011,11,21,3,15,42.2,114,5.8,5.8,,5.9,,,,,INDIA,,INDIA:  ASSAM,24.955,95.236,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9863,,2011,11,24,21,13,15.6,43,5.1,,,5.1,,,,,EL SALVADOR,,EL SALVADOR-GUATEMALA,13.297,-87.898,100,,,,,,,,1,,,80,2,,,,,,,,1,,,80,2
9891,,2011,12,1,12,48,17.7,32,5.3,,,5.3,5.6,,,,CHINA,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,40,,,,,,,,2,,,300,3,,,,,,,,2,,,300,3
9854,,2011,12,3,6,19,10.4,56,5.3,,,5.3,5.7,,,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,170,,,,,,,,1,,,,2,,,,,,,,1,,,,2
9853,,2011,12,11,1,47,25.9,54,6.4,6.4,,6.2,,,,,MEXICO,,MEXICO:  GUERRERO,17.844,-99.963,150,2,1,,,5,1,,2,,,70,2,2,1,,,5,1,,2,,,70,2
9855,,2011,12,23,0,58,38.3,10,5.8,5.8,5.6,5.7,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,170,,,,,60,2,,1,,,,1,,,,,60,2,,1,,,,1
9856,,2011,12,27,15,21,56.8,15,6.7,6.7,6.7,6.1,,,,,RUSSIA,,RUSSIA:  KYZYL,51.842,95.911,40,,,,,,,,2,,,,3,,,,,,,,2,,,,3
9866,,2012,1,19,12,35,51.3,8,5.3,5.3,,5.6,,,,,IRAN,,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,140,,,,,238,3,,1,,,,2,,,,,238,3,,1,,,,2
9867,,2012,1,30,5,11,0.9,43,6.4,6.4,5.9,6.3,,,,,PERU,,PERU:  ICA,-14.168,-75.635,160,,,,,119,3,,1,,,,1,,,,,119,3,,1,,,,1
9871,Tsu,2012,2,2,13,34,40.6,23,7,7,6.9,6.5,,,,,VANUATU,,VANUATU ISLANDS,-17.827,167.133,170,,,,,,,,,,,,,,,,,,,,,,,,
9870,,2012,2,6,3,49,12.5,11,6.7,6.7,6.6,6.3,,,,,PHILIPPINES,,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,170,51,2,62,2,112,3,15,3,15000,4,,,51,2,62,2,112,3,15,3,15000,4,,
9904,,2012,2,26,2,35,0.5,28,5.9,5.9,5.7,5.9,,,,,TAIWAN,,TAIWAN:  PINGTUNG,22.661,120.891,30,,,,,,,,1,,,,,,,,,,,,1,,,,
9903,,2012,2,27,18,48,55.3,10,5.2,,,5.2,5.2,,,,IRAN,,IRAN:  RAVAR,31.428,56.778,140,,,,,6,1,,1,,,,2,,,,,6,1,,1,,,,2
9905,,2012,3,5,23,6,30.8,37,5.6,5.6,2.1,5.2,,,,,PHILIPPINES,,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,170,,,,,10,1,,1,1,1,,2,,,,,10,1,,1,1,1,,2
9878,Tsu,2012,3,14,9,8,35.1,12,6.9,6.9,6.9,6.7,,,,,JAPAN,,JAPAN:  HOKKAIDO,40.887,144.944,30,,,,,,,,,,,,,,,,,,,,,,,,
9877,,2012,3,16,7,58,2.5,18,5.8,5.8,5.3,5.8,,,,,PHILIPPINES,,PHILIPPINES:  SURIGAO,10.037,125.633,170,,,,,55,2,,1,4,1,,1,,,,,55,2,,1,4,1,,1
9876,Tsu,2012,3,20,18,2,47.4,20,7.4,7.4,7.6,6.6,,,,8,MEXICO,,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,150,2,1,,,13,1,,3,800,3,,,2,1,,,13,1,,3,800,3,,
9920,,2012,3,25,22,37,6,41,7.2,7.2,7,6.5,,,,,CHILE,,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,160,1,1,,,14,1,,1,,,,2,1,1,,,14,1,,1,,,,2
9879,Tsu,2012,4,11,8,38,36.7,20,8.6,8.6,8.5,7.4,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,60,10,1,,,12,1,,1,,,,2,10,1,,,12,1,,1,,,,2
9880,Tsu,2012,4,11,10,43,10.8,25,8.2,8.2,,7.2,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,60,,,,,,,,,,,,,,,,,,,,,,,,
9885,Tsu,2012,4,14,22,5,26.4,11,6.3,6.3,6.2,6,,,,,VANUATU,,VANUATU ISLANDS,-18.972,168.741,170,,,,,,,,,,,,,,,,,,,,,,,,
9884,,2012,4,17,3,50,15.6,29,6.7,6.7,6.2,6.2,,,,,CHILE,,CHILE:  VALPARAISO,-32.625,-71.365,160,2,1,,,,,,1,,,,2,2,1,,,,,,1,,,,2
9893,,2012,5,3,10,9,35.6,10,5.4,5.4,,5.6,,,,,IRAN,,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,140,,,,,8,1,,2,,,,3,,,,,8,1,,2,,,,3
9894,,2012,5,7,4,40,27.7,11,5.7,5.7,5.7,5.7,,,,,AZERBAIJAN,,AZERBAIJAN:  ZAGATALA,41.549,46.789,40,,,,,50,1,,3,3100,4,,1,,,,,50,1,,3,3100,4,,1
9930,,2012,5,11,12,41,35.3,43,5.4,5.4,,5.2,,,,,INDIA,,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889,60,,,,,2,1,,1,,,,2,,,,,2,1,,1,,,,2
9931,,2012,5,12,23,48,43.5,10,5.7,5.7,5.7,6,,,,,TAJIKISTAN,,TAJIKISTAN,38.612,70.354,40,1,1,,,,,,2,,3,,,1,1,,,,,,2,,3,,
9932,,2012,5,14,10,0,40.2,10,6.3,6.3,,6.4,,,,,CHILE,,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,160,,,,,,,,1,,,,,,,,,,,,1,,,,
9933,,2012,5,19,13,41,21.2,10,4.1,,,4.1,,,,,BRAZIL,,BRAZIL:  MONTES CLAROS,-16.764,-43.999,160,,,,,,,,1,,,6,1,,,,,,,,1,,,6,1
9902,,2012,5,20,2,3,52,6,6.1,6.1,6,5.8,,,,,ITALY,,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23,130,7,1,,,,1,,4,,,,3,7,1,,,50,1,,4,,,,3
9948,,2012,5,20,13,18,2,5,5.1,5.1,,5.1,,,,,ITALY,,ITALY:  SANT'AGOSTINO,44.831,11.49,130,,,,,,,,1,,,,,,,,,,,,1,,,,
9906,,2012,5,22,0,0,32.7,10,5.6,5.6,5.3,5.7,,,,7,BULGARIA,,BULGARIA: PERNIK,42.645,22.968,110,,,,,,,,2,,,90,2,,,,,,,,2,,,90,2
9901,,2012,5,29,7,0,3,10,5.9,5.9,5.8,5.9,,,,,ITALY,,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,130,17,1,,,350,3,15800,4,,,,,17,1,,,350,3,15800,4,,,,
9909,,2012,6,4,11,18,13.4,50,5.8,5.8,5.2,5.9,,,,,INDONESIA,,INDONESIA:  JAVA,-7.692,106.371,60,,,,,2,1,,1,,,23,1,,,,,2,1,,1,,,23,1
9921,,2012,6,10,12,44,16.5,35,6.1,6.1,5.9,5.8,,,,,TURKEY,,TURKEY:  FETHIYE; GREECE:  RHODES,36.42,28.88,140,,,,,6,1,,1,,,,2,,,,,6,1,,1,,,,2
9922,,2012,6,11,5,29,11.5,16,5.8,5.8,5.6,5.6,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.023,69.351,40,75,2,,,13,1,,2,143,3,593,3,75,2,,,13,1,,2,143,3,593,3
9949,,2012,6,14,5,52,53.6,5,5.3,,,5.3,5.5,,,,TURKEY,,TURKEY:  SIRNAK,37.294,42.325,140,,,,,23,1,,1,,,25,1,,,,,23,1,,1,,,25,1
9919,,2012,6,24,7,59,34.8,10,5.5,5.5,5.3,5.5,,,,,CHINA,,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,30,4,1,,,394,3,,4,6768,4,,,4,1,,,394,3,,4,6768,4,,
9924,,2012,6,29,21,7,33.8,18,6.3,6.3,6.4,6.2,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,43.433,84.7,40,,,,,52,2,68,4,,,30000,4,,,,,52,2,68,4,,,30000,4
9950,,2012,7,20,12,11,52,10,4.9,,,4.9,,,,,CHINA,,CHINA:  JIANGSU PROVINCE,32.978,119.593,30,1,1,,,2,1,,1,,,,,1,1,,,2,1,,1,,,,
9951,,2012,7,25,0,27,45.2,22,6.5,6.5,6.5,5.9,,,,,INDONESIA,,INDONESIA: BANDA ACEH,2.707,96.045,60,1,1,,,,,,1,,,20,1,1,1,,,,,,1,,,20,1
9926,,2012,7,25,11,20,27,20,6.4,6.4,6.5,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,170,,,,,,,,1,26,1,,,,,,,,,,1,26,1,,
9928,,2012,8,11,12,23,18.1,11,6.5,6.5,6.7,6.2,,,,,IRAN,,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,140,306,3,,,3000,4,,4,,4,,4,306,3,,,3000,4,,4,,4,,4
9929,,2012,8,14,2,59,38.4,583,7.7,7.7,,6.9,,,,,RUSSIA,,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,50,,,,,,,,,,,,,,,,,,,,,,,,
9938,,2012,8,18,9,41,52.4,10,6.3,6.3,6.1,5.8,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,170,6,1,,,43,1,,4,471,3,1097,4,6,1,,,43,1,,4,471,3,1097,4
9934,Tsu,2012,8,27,4,37,19.4,28,7.3,7.3,,,,,,,NICARAGUA,,NICARAGUA:  OFF THE COAST,12.139,-88.59,100,,,,,,,,,,,,,,,,,,,,,,,,
9935,Tsu,2012,8,31,12,47,33.3,28,7.6,7.6,7.6,7.2,,,,,PHILIPPINES,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,170,1,1,,,1,1,0.3,1,,1,,,1,1,,,1,1,0.3,1,,1,,
